label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
Pain,0.6834825277328491,0.533043384552002,-3.7431368582474533e-07,0.6368932723999023,0.5214680433273315,-0.023143434897065163,0.5926293134689331,0.46455660462379456,-0.03125069662928581,0.5875679850578308,0.40086427330970764,-0.03916279226541519,0.6225341558456421,0.37859323620796204,-0.041953399777412415,0.6137155890464783,0.4043300747871399,-0.002045178320258856,0.6031726002693176,0.37033385038375854,-0.031400736421346664,0.6141705513000488,0.42179423570632935,-0.04213473200798035,0.6208162307739258,0.42904144525527954,-0.04508893936872482,0.6471743583679199,0.3975101709365845,-0.0022818217985332012,0.6386339068412781,0.363799512386322,-0.033467765897512436,0.6459963917732239,0.4301114082336426,-0.033455949276685715,0.6504489183425903,0.42917484045028687,-0.02403511293232441,0.6799365878105164,0.39784279465675354,-0.009426677599549294,0.6753958463668823,0.37120771408081055,-0.04155758395791054,0.677272617816925,0.4352639615535736,-0.028702007606625557,0.6801007390022278,0.43604952096939087,-0.010039337910711765,0.7149416208267212,0.4023207128047943,-0.019082823768258095,0.7080724835395813,0.3736388683319092,-0.03360943868756294,0.707548975944519,0.4164872467517853,-0.02228519693017006,0.7115500569343567,0.42405855655670166,-0.008849643170833588
Pain,0.6845310926437378,0.5399162769317627,-4.457463376184023e-07,0.6370903253555298,0.5293817520141602,-0.021371755748987198,0.5897494554519653,0.4645257294178009,-0.026243168860673904,0.5850735902786255,0.3957659602165222,-0.03125922381877899,0.6206417679786682,0.3783431649208069,-0.031112030148506165,0.6171173453330994,0.40421628952026367,0.00123179133515805,0.6068716645240784,0.3631936311721802,-0.024880437180399895,0.615500807762146,0.4193338453769684,-0.032747067511081696,0.6214578151702881,0.4284796416759491,-0.03428574278950691,0.6504561901092529,0.3971899449825287,0.0010168572189286351,0.6403360366821289,0.3578042984008789,-0.028182148933410645,0.6460250020027161,0.42969247698783875,-0.025913706049323082,0.6518622636795044,0.430350124835968,-0.014723094180226326,0.6831124424934387,0.3970438539981842,-0.006024843547493219,0.6764331459999084,0.36441776156425476,-0.036862555891275406,0.6772577166557312,0.43452897667884827,-0.022319387644529343,0.6819387674331665,0.4382058084011078,-0.002503850031644106,0.7180229425430298,0.40145766735076904,-0.015474317595362663,0.7086067795753479,0.3702585697174072,-0.029798515141010284,0.7069148421287537,0.4166792631149292,-0.01799825392663479,0.7125898003578186,0.4258315861225128,-0.004233838990330696
Pain,0.6886982321739197,0.5467531085014343,-4.513654232596309e-07,0.6392104029655457,0.5300741195678711,-0.02252248488366604,0.5914096832275391,0.46437475085258484,-0.029066067188978195,0.5861440300941467,0.3928522765636444,-0.03618796914815903,0.623707115650177,0.3680053949356079,-0.037802137434482574,0.6229410767555237,0.39961984753608704,0.005380046088248491,0.6123232245445251,0.35932451486587524,-0.021774768829345703,0.6192646622657776,0.416952908039093,-0.03011668473482132,0.6253598928451538,0.42483943700790405,-0.03176594525575638,0.6570266485214233,0.39248356223106384,0.005196812562644482,0.6465341448783875,0.35482150316238403,-0.025111360475420952,0.6510090231895447,0.428646981716156,-0.023189358413219452,0.6570590734481812,0.426694393157959,-0.011868836358189583,0.6906099319458008,0.3929652273654938,-0.0025051578413695097,0.6831292510032654,0.3603799641132355,-0.03514663502573967,0.6824491620063782,0.43249115347862244,-0.020665353164076805,0.6871327757835388,0.43502500653266907,-0.00024019560078158975,0.7264642715454102,0.39920350909233093,-0.012666910886764526,0.7155348658561707,0.3670662045478821,-0.027645209804177284,0.7124470472335815,0.41512420773506165,-0.015687834471464157,0.7180385589599609,0.42452123761177063,-0.0014319575857371092
Pain,0.6984051465988159,0.550166666507721,-4.765360586134193e-07,0.6487990617752075,0.5362832546234131,-0.02382878214120865,0.5995636582374573,0.46643882989883423,-0.03095237910747528,0.5954518914222717,0.3914670944213867,-0.03841829299926758,0.6344935297966003,0.36565274000167847,-0.04029130935668945,0.6318137645721436,0.3976760804653168,0.002059221500530839,0.6221194267272949,0.3558434844017029,-0.026517435908317566,0.6285271048545837,0.41594329476356506,-0.035162847489118576,0.6350691914558411,0.4245786666870117,-0.03702269122004509,0.6676596999168396,0.39126119017601013,0.0018127153161913157,0.6581594944000244,0.3507832884788513,-0.030165845528244972,0.6614814400672913,0.42867258191108704,-0.027681272476911545,0.668085515499115,0.42853355407714844,-0.0156132522970438,0.7025073170661926,0.392986923456192,-0.006068943068385124,0.6961632966995239,0.36042436957359314,-0.04019761085510254,0.6942017674446106,0.43544209003448486,-0.024591973051428795,0.6989423036575317,0.4390031695365906,-0.003199986182153225,0.7396619915962219,0.3998628556728363,-0.016545379534363747,0.7292680740356445,0.3663558065891266,-0.03288741409778595,0.7262780666351318,0.41544532775878906,-0.020624997094273567,0.7323780059814453,0.4251076877117157,-0.005978058557957411
Pain,0.7063286900520325,0.5489725470542908,-5.149416324456979e-07,0.6533507704734802,0.5337806940078735,-0.02306603454053402,0.6026119589805603,0.4645529091358185,-0.028907382860779762,0.5984183549880981,0.3882489800453186,-0.03497288376092911,0.6365079879760742,0.3571350574493408,-0.035137929022312164,0.636790931224823,0.3919176161289215,0.002210368402302265,0.629359781742096,0.34728556871414185,-0.026647508144378662,0.6336342096328735,0.40968209505081177,-0.035751570016145706,0.6387648582458496,0.42045703530311584,-0.037725839763879776,0.673647940158844,0.3879919648170471,0.0018157677259296179,0.6659168004989624,0.34452563524246216,-0.030209055170416832,0.6679581999778748,0.42310622334480286,-0.028631901368498802,0.6744365096092224,0.4250560402870178,-0.017435116693377495,0.7094175815582275,0.3904789686203003,-0.0059899394400417805,0.7040120363235474,0.35463473200798035,-0.03999960795044899,0.7012375593185425,0.4293080270290375,-0.0245809368789196,0.7060744762420654,0.43417784571647644,-0.003491670126095414,0.7475842237472534,0.3972979784011841,-0.016295745968818665,0.7386946678161621,0.3601016402244568,-0.03198843449354172,0.7343031167984009,0.4106695055961609,-0.01874278113245964,0.7395914196968079,0.4227803647518158,-0.003421781351789832
Pain,0.7079334855079651,0.550075888633728,-4.978959395884885e-07,0.655643105506897,0.5341851115226746,-0.026611851528286934,0.6037262678146362,0.46296361088752747,-0.03511274605989456,0.5978027582168579,0.3846643567085266,-0.043533965945243835,0.6394979357719421,0.3535611033439636,-0.04539214447140694,0.6393295526504517,0.3889177441596985,0.0015219744527712464,0.6283097267150879,0.34225571155548096,-0.02876007743179798,0.6344627737998962,0.4073250889778137,-0.0377618670463562,0.6408751606941223,0.41467154026031494,-0.03966647759079933,0.6763682961463928,0.3826577067375183,0.0019409442320466042,0.6665043830871582,0.33780044317245483,-0.03193220868706703,0.6699538230895996,0.4207876920700073,-0.029220353811979294,0.6771529912948608,0.41893279552459717,-0.016341164708137512,0.7127061486244202,0.38450175523757935,-0.005794396158307791,0.7057226896286011,0.3479175567626953,-0.04230079799890518,0.7035539746284485,0.42759987711906433,-0.02564440295100212,0.70927894115448,0.42986342310905457,-0.0026541603729128838,0.751642107963562,0.3914918005466461,-0.01632659137248993,0.7407845854759216,0.35430410504341125,-0.03368987515568733,0.7370178699493408,0.40676361322402954,-0.02023298665881157,0.7433074712753296,0.41686710715293884,-0.00414689676836133
Pain,0.7107053995132446,0.5523492097854614,-4.877882133769162e-07,0.6582849621772766,0.5342681407928467,-0.027239613234996796,0.6063361167907715,0.4616203308105469,-0.03647268936038017,0.5988261699676514,0.3821973204612732,-0.045927681028842926,0.6411983966827393,0.3524837791919708,-0.04889247566461563,0.6418176889419556,0.3859313726425171,0.002877116436138749,0.6315204501152039,0.34095650911331177,-0.029152970761060715,0.637920081615448,0.40583592653274536,-0.03900223597884178,0.6452507972717285,0.4149356782436371,-0.04090350866317749,0.6794138550758362,0.37982189655303955,0.0031037484295666218,0.6686821579933167,0.3353770971298218,-0.0320892333984375,0.6724023818969727,0.41976577043533325,-0.029255015775561333,0.6808748841285706,0.41896215081214905,-0.015603738836944103,0.7165418267250061,0.3824187219142914,-0.0052759721875190735,0.7089772820472717,0.3464104235172272,-0.04325736686587334,0.706415057182312,0.4275752007961273,-0.026607347652316093,0.7127372622489929,0.43111246824264526,-0.0028678395319730043,0.7563032507896423,0.3909638226032257,-0.016555355861783028,0.7457894086837769,0.3538484275341034,-0.03431500867009163,0.7407437562942505,0.40642350912094116,-0.020949136465787888,0.7464001178741455,0.41708049178123474,-0.004651075694710016
Pain,0.7099303007125854,0.5527626872062683,-4.934029220748926e-07,0.6550872921943665,0.5345357656478882,-0.026544814929366112,0.6035314798355103,0.46267634630203247,-0.03592844307422638,0.5967839956283569,0.3822721540927887,-0.045929912477731705,0.639409601688385,0.347305029630661,-0.04938551411032677,0.6391972899436951,0.38613492250442505,0.004181847907602787,0.6250683069229126,0.34052276611328125,-0.02975994348526001,0.6328155398368835,0.40574905276298523,-0.04123961180448532,0.6429916620254517,0.4160004258155823,-0.043729543685913086,0.6777234077453613,0.3798491060733795,0.003491402603685856,0.6649328470230103,0.33381354808807373,-0.03334794566035271,0.6691167950630188,0.41935765743255615,-0.03133845329284668,0.6794179677963257,0.41921550035476685,-0.017679575830698013,0.7156883478164673,0.3829438090324402,-0.005982016678899527,0.7069060206413269,0.344054639339447,-0.04524144530296326,0.7040919661521912,0.4266275465488434,-0.028275594115257263,0.7116068005561829,0.4303551912307739,-0.0037453188560903072,0.7567581534385681,0.39188796281814575,-0.018338659778237343,0.745222806930542,0.3531024754047394,-0.03648170456290245,0.7394894957542419,0.40707364678382874,-0.02230963297188282,0.745491623878479,0.4186258316040039,-0.005044665187597275
Pain,0.7146520614624023,0.5543639659881592,-5.083199425826024e-07,0.6584948301315308,0.5338921546936035,-0.02622581459581852,0.6068217754364014,0.4604423940181732,-0.03537145256996155,0.6008586883544922,0.3794436752796173,-0.04511813819408417,0.643386960029602,0.3447803258895874,-0.04836856201291084,0.6420573592185974,0.38225406408309937,0.0038082972168922424,0.6314030885696411,0.33587464690208435,-0.028857320547103882,0.6379961371421814,0.40267327427864075,-0.03961949050426483,0.6453452706336975,0.4111917018890381,-0.042350105941295624,0.6818946599960327,0.37619587779045105,0.0027537818532437086,0.6715900301933289,0.3307632505893707,-0.03327092528343201,0.6750496625900269,0.4159005880355835,-0.031732797622680664,0.6827566027641296,0.41492030024528503,-0.019170187413692474,0.7210034132003784,0.3796596825122833,-0.006778462324291468,0.7142750024795532,0.34167543053627014,-0.04517517611384392,0.7112073302268982,0.4239029288291931,-0.028050726279616356,0.7162834405899048,0.42693787813186646,-0.004188899416476488,0.7628045082092285,0.38993871212005615,-0.019158439710736275,0.752197265625,0.35048532485961914,-0.03681793808937073,0.7470113039016724,0.4050529897212982,-0.022141527384519577,0.7522976398468018,0.4164632558822632,-0.004957199562340975
Pain,0.6615349054336548,0.5525766611099243,-6.549781232934038e-07,0.5941514372825623,0.530911922454834,-0.034374386072158813,0.5293236970901489,0.4377730190753937,-0.045937344431877136,0.5208258032798767,0.33704400062561035,-0.057334501296281815,0.5715668201446533,0.2932959198951721,-0.0604201965034008,0.5765008330345154,0.33672118186950684,0.0007149630109779537,0.5618271827697754,0.28185591101646423,-0.040763966739177704,0.5714360475540161,0.3660987317562103,-0.0558224581182003,0.58185213804245,0.3748849928379059,-0.060943130403757095,0.6253397464752197,0.33093035221099854,0.001068423385731876,0.6099288463592529,0.2761367857456207,-0.043456852436065674,0.6158305406570435,0.38383930921554565,-0.04167298600077629,0.6272546052932739,0.3826671838760376,-0.026668032631278038,0.6730622053146362,0.33476606011390686,-0.009107489138841629,0.6616117358207703,0.2888498902320862,-0.05507591739296913,0.659542977809906,0.39194610714912415,-0.033487554639577866,0.6686248779296875,0.39572280645370483,-0.004624895751476288,0.7238501906394958,0.34481081366539,-0.023171313107013702,0.7092961668968201,0.2997443974018097,-0.04493235424160957,0.7034426927566528,0.36800310015678406,-0.02794865146279335,0.7112820148468018,0.380796879529953,-0.007915348745882511
